,Energy (kcal/mol)
1nw5,79.51819
1nw7,72.47494
1nwl,126.32055
1nxy,
1ny0,
1ny2,-74.84162
1nym,
1nyx,167.66103
1nyy,
1nz7,358.62813
1nzl,314.74188
1nzq,-8.39681
1nzv,230.00723
1o0d,-11.19906
1o0f,64.72013
1o0h,38.30029
1o0m,-122.17321
1o0n,-116.62677
1o0o,67.44154
1o1s,93.73879
1o2g,33.35269
1o2h,24.69496
1o2j,7.90919
1o2k,9.32019
1o2n,18.52406
1o2o,-3.45093
1o2p,1.5795
1o2q,17.40357
1o2r,1.3389
1o2s,-3.57247
1o2t,37.87666
1o2u,35.83602
1o2v,37.67176
1o2w,35.40625
1o2x,36.41002
1o2y,35.89792
1o2z,80.35965
1o30,67.60294
1o32,17.0389
1o33,26.31859
1o34,26.09469
1o35,-13.02332
1o36,95.43099
1o37,67.91368
1o38,67.55748
1o39,25.54729
1o3b,24.72443
1o3c,24.71267
1o3d,26.37089
1o3e,35.79516
1o3f,35.29002
1o3g,35.29002
1o3h,16.6814
1o3i,17.45781
1o3j,7.24921
1o3k,7.12074
1o3l,18.48033
1o3p,12.90877
1o41,20.92084
1o42,74.64771
1o43,118.35906
1o44,322.39684
1o45,72.22905
1o46,302.24501
1o47,304.65149
1o48,186.90585
1o49,263.74084
1o4a,85.20876
1o4b,377.11989
1o4d,0.94118
1o4e,-1.49484
1o4f,12.94351
1o4g,142.54109
1o4h,72.19228
1o4i,-21.21414
1o4j,156.42331
1o4k,-15.87916
1o4l,237.99491
1o4m,37.55915
1o4n,276.74875
1o4o,18.83682
1o4p,116.47597
1o4q,138.32561
1o4r,396.30831
1o5a,33.60709
1o5b,-8.73956
1o5c,9.64132
1o5e,29.62458
1o5f,9.86462
1o5g,9.88324
1o5m,-17.87835
1o5p,166.16497
1o5r,-42.12506
1o6h,83.80414
1o6i,29.93217
1o6q,27.7344
1o6r,55.97554
1o79,33.87085
1o7o,-59.53131
1o86,37.2466
1o8b,-1.87759
1o9d,-8.69986
1o9e,228.08441
1o9k,21.96147
1oai,86.84315
1oar,66.34351
1oau,174.92314
1oay,134.19177
1oba,41.67673
1obx,4.6589
1ocn,133.14686
1ocq,133.4287
1od8,107.06179
1odi,85.05598
1odj,22.51921
1ody,103.89286
1oe0,-48.73306
1oe7,33.38541
1oe8,28.25234
1oeb,-27.82994
1ofz,66.43945
1ogd,69.23223
1ogg,99.14472
1ogu,-38.53125
1ogx,47.40536
1ogz,47.35451
1oh4,642.45431
1ohr,116.92178
1oi9,-20.95158
1oif,40.48835
1oim,104.66661
1oiq,-25.49783
1oir,71.99866
1oit,-58.50027
1oiu,-88.23838
1oiy,-22.4828
1oj5,107.29389
1ok7,-53.98716
1okl,-15.6471
1oko,79.10632
1okv,-163.11122
1okw,-300.2684
1okx,120.27855
1oky,196.17797
1okz,124.57828
1ol1,-111.36518
1ol2,-216.51358
1ols,-173.54149
1olu,-173.06635
1olx,-174.33184
1om1,64.55195
1om2,-75.41482
1om9,91.25108
1ong,112.67898
1onh,136.88243
1onp,19.74709
1ony,165.71075
1onz,263.08126
1opi,55.10342
1oq5,66.70632
1oqp,-307.87504
1ork,124.66716
1orw,129.22326
1os0,61.40835
1os5,117.56861
1osg,-121.46057
1oss,-4.51951
1osv,-204.50515
1oth,-30.35189
1ouk,-39.2863
1ouy,87.36073
1ov3,9.77066
1ove,87.01771
1ow4,75.33401
1ow6,-35.85888
1ow7,-44.43775
1ow8,-115.11338
1owd,65.76972
1owe,24.95148
1owh,39.2314
1owi,38.57109
1owj,70.3172
1owk,60.02278
1ox9,-16.9859
1oxg,211.02336
1oxn,55.24342
1oxq,77.99543
1oxr,43.68998
1oy7,61.60716
1oyn,40.77437
1oyq,128.13261
1oyt,1.83244
1oz0,202.33713
1ozv,2.40553
1p01,
1p02,
1p03,
1p04,
1p05,
1p06,
1p0y,5.25259
1p10,
1p17,-18.19241
1p19,7.43313
1p1n,19.39425
1p1o,-83.1921
1p1q,-27.38953
1p28,25.04576
1p2a,58.02778
1p2g,747.03928
1p4r,-17.92291
1p4u,24.19248
1p57,-4.58109
1p5e,25.67618
1p6d,-82.67375
1p6e,-38.416
1p7m,-8.77363
1p93,174.35733
1pa9,23.55379
1pau,102.54394
1pb8,-2.4693
1pb9,47.82528
1pbk,227.00327
1pbq,77.02112
1pcg,48.32011
1pdq,105.6229
1pdz,107.11829
1pf7,10.51403
1pf8,23.76973
1pfu,-77.96699
1pfy,-46.28172
1pg2,-5.40437
1pgp,118.88935
1ph0,272.81113
1phw,-14.71303
1pi4,
1pi5,
1pig,519.95646
1pip,92.69014
1pk0,181.41163
1pkx,-30.49447
1pl0,-130.76076
1pme,62.88914
1pmn,-46.03185
1pmu,65.78156
1pmv,76.03384
1pmx,-367.77561
1pop,-155.69151
1pot,154.25475
1ppc,-2.58714
1pph,-18.15466
1ppi,397.6148
1ppk,21.86721
1ppl,54.45718
1ppm,20.90842
1ppw,-20.0508
1ppx,-167.28475
1pq3,
1pq6,119.78715
1pqc,138.46052
1pr1,41.15087
1pr5,66.13799
1prl,-161.84168
1prm,-171.32296
1pro,189.03204
1ps3,95.77862
1pu7,19.05169
1pu8,57.41476
1pum,79.12291
1pun,-159.96353
1puq,-199.9216
1pus,-171.59678
1pvn,-10.18546
1pw6,-114.33743
1pwp,6.03861
1pwq,59.65457
1pwu,38.07652
1pwy,-38.07209
1px4,103.38568
1pxh,686.33111
1pxi,-100.07773
1pxj,-90.35205
1pxk,-69.66159
1pxl,-12.33691
1pxm,-48.52951
1pxn,-84.62024
1pxo,-53.87841
1pxp,-35.45424
1py1,-64.74494
1py2,-54.73247
1py5,90.7734
1pye,114.19903
1pyg,14.67371
1pyn,174.44495
1pyw,42.26796
1pz5,63.00908
1pzi,143.51975
1pzj,426.06561
1pzo,40.27257
1pzp,58.072
1q0b,-68.98164
1q1g,7.1973
1q1m,122.59902
1q1y,85.13009
1q3d,166.90408
1q3w,75.72167
1q41,96.08577
1q4k,-0.13481
1q4l,46.06193
1q4w,-107.10756
1q4x,127.61728
1q54,19.71131
1q5k,-65.25703
1q5l,-67.81767
1q63,-109.0549
1q65,-68.56639
1q66,-79.42318
1q6j,689.32325
1q6k,-21.2149
1q6m,691.00277
1q6n,346.16162
1q6p,487.09715
1q6s,527.74884
1q6t,553.56251
1q72,18.60394
1q7a,51.44641
1q83,141.13052
1q84,142.97665
1q8t,12.70616
1q8u,40.88386
1q8w,19.99085
1q91,128.4163
1q95,291.78696
1q9d,126.3323
1q9m,41.48702
1qan,84.2
1qaq,70.19127
1qaw,16.4173
1qb1,90.51923
1qb6,73.59727
1qb9,34.28579
1qbn,-4.30167
1qbo,11.94576
1qbq,150.60294
1qbr,42.68371
1qbs,86.99273
1qbt,43.92455
1qbu,61.76015
1qbv,85.47738
1qca,131.60629
1qcp,-131.54301
1qf0,138.12445
1qf1,96.1666
1qf2,124.77023
1qf4,-53.90394
1qf5,-56.08856
1qfs,6.65049
1qft,2.66452
1qhc,75.12779
1qhr,8.40254
1qi0,174.89418
1qin,68.82898
1qiw,156.43913
1qj1,56.50591
1qj6,68.06265
1qj7,74.29257
1qja,-313.95671
1qjb,-220.60396
1qji,15.84665
1qk3,-44.97642
1qk4,7.47786
1qka,-51.95621
1qkb,88.00843
1qkn,99.71325
1qkt,58.42684
1qku,58.44479
1ql7,29.89694
1ql9,27.65957
1qm4,1.873
1qm5,452.97182
1qng,236.12567
1qnh,238.41479
1qon,76.88241
1qpb,15.86463
1qpe,16.06237
1qpf,273.08731
1qpl,231.68439
1qq9,-12.49095
1qr3,17.92896
1qs4,56.21124
1qsc,126.54489
1qti,55.50542
1qtn,196.88592
1qvt,29.91
1qvu,29.8861
1qw7,5.25614
1qwe,-393.41308
1qwf,-31.87996
1qwu,127.9928
1qx1,94.94832
1qxk,118.21783
1qxl,31.69344
1qxw,132.68276
1qxy,54.58475
1qxz,43.13255
1qy1,58.83285
1qy2,58.67161
1qy5,70.15338
1qyg,-53.41076
1r0p,156.87537
1r0x,111.26312
1r10,104.43291
1r17,-105.65395
1r1h,12.92725
1r1i,101.98194
1r1j,127.82825
1r2b,-252.91385
1r4w,22.21425
1r58,94.93211
1r5g,63.63171
1r5h,107.52944
1r5n,-19.67063
1r5v,123.56021
1r5w,177.77246
1r5y,-107.11622
1r6g,93.57972
1r6n,55.93085
1r6z,174.06138
1r78,76.40404
1r9l,24.92486
1rbo,310.18893
1rbp,39.58845
1rd4,113.63631
1rdi,86.93343
1rdj,71.02126
1rdl,84.21918
1rdn,50.10822
1rdt,73.3846
1re1,17.98316
1re8,130.35554
1rej,69.03027
1rek,137.29438
1rev,13.2347
1rgj,45.01991
1rgk,-27.43484
1rgl,-98.33164
1rhj,71.54394
1rhk,125.14871
1rhm,91.22078
1rhq,-9.73832
1rhr,55.84119
1rhu,103.79435
1rin,86.6436
1riw,2.01861
1rjk,100.49015
1rlp,-127.38749
1rlq,-172.89143
1rm8,34.2473
1rmz,33.97688
1rne,4.32456
1rnm,-96.91692
1rnt,-97.42656
1ro6,39.26777
1ro7,64.98182
1ros,51.91741
1rp7,-74.07684
1rpa,178.52566
1rpf,-122.83668
1rpj,90.89517
1rq2,235.56184
1rql,7.18784
1rr6,6.06387
1rri,-31.2561
1rrw,-68.75633
1rry,-123.34501
1rs2,-185.56615
1rs4,-69.98891
1rsd,-22.98839
1rsi,-72.40757
1rst,-74.60753
1rt1,-61.47556
1rt2,-41.74039
1rt9,3.78442
1rtf,-2.92624
1rth,96.88261
1rti,-81.83338
1rtl,-34.85052
1ru1,220.89302
1ru2,210.62381
1rv1,155.57364
1rw8,85.77804
1rwq,-33.18422
1rww,92.12869
1rwx,107.25624
1rxp,-283.2514
1ryf,-14.7286
1ryh,-148.17226
1rzx,66.70336
1s17,42.0547
1s19,91.19494
1s26,210.90984
1s38,-88.00482
1s39,-91.70848
1s3k,299.90903
1s4d,69.09805
1s50,-46.2359
1s5q,-233.26024
1s5z,28.6326
1s63,120.29329
1s64,119.33742
1s89,106.92525
1s9t,-83.71552
1s9v,207.0401
1sb1,1.64572
1sbg,-1.05026
1sbr,-23.60079
1sc8,7.86883
1sdt,284.08516
1sdu,283.83996
1sdv,285.97152
1sfi,-80.25233
1sgu,284.93467
1sh9,-45.3581
1shc,162.92838
1shd,218.48902
1siv,86.99651
1sj0,119.20273
1sje,271.47874
1sjh,272.13077
1skj,174.46991
1sl3,119.52041
1sld,67.18933
1sle,94.04349
1slg,107.81771
1sln,-114.84818
1sm2,168.27628
1sm3,-110.7815
1sme,29.52313
1snk,-9.46854
1so2,93.66946
1soj,-19.62416
1sps,92.01275
1sqa,-13.36097
1sqb,49.15457
1sqc,82.06787
1sqi,107.13812
1sqn,61.97838
1sqo,-42.55539
1sqp,36.70717
1sqq,73.08078
1sqt,122.55372
1sr7,170.35152
1sre,43.6234
1srg,47.13091
1sri,56.26981
1ssq,-5.8164
1stc,168.47255
1std,12.1478
1stp,-27.80424
1str,29.41961
1sts,86.2134
1sv3,40.54612
1sve,133.02821
1svg,122.31369
1svh,130.23211
1sw1,32.48189
1sw2,22.94694
1swg,-29.98036
1swi,16.22698
1swk,-29.91937
1swn,-30.08646
1swp,-29.96361
1swr,-30.05271
1syh,-91.17031
1syi,-90.11079
1syo,13.8401
1sz0,13.97338
1szd,-29.74491
1szm,17.93128
1t08,342.99323
1t13,11.66008
1t1r,498.88061
1t1s,448.39454
1t29,-154.43525
1t2v,-53.5374
1t31,152.09473
1t32,156.35221
1t37,137.16294
1t3t,30.6923
1t46,187.60298
1t48,16.55318
1t49,-37.45493
1t4e,169.03215
1t4j,-42.95256
1t4s,-0.61347
1t4v,-115.44643
1t5a,278.92393
1t5f,-38.46689
1t69,29.15366
1t79,194.6462
1t7d,179.84965
1t7f,80.18162
1t7j,-4.13104
1t7r,-4.36799
1ta2,103.29533
1ta6,35.62715
1tbz,-24.90765
1tc1,-65.70032
1tcw,15.05905
1tcx,-5.26551
1td7,26.21514
1tet,93.8072
1tfq,84.243
1tft,114.22012
1tfz,107.54125
1tg5,106.08817
1thl,150.2809
1thr,510.31999
1ths,228.5923
1thz,281.1939
1tjp,-57.89132
1tka,-85.89072
1tkb,-126.87601
1tkc,-154.91538
1tkt,2.08712
1tkx,8.8274
1tkz,1.74435
1tl1,3.44838
1tl3,10.19818
1tl7,86.27256
1tl9,-155.61577
1tlo,-196.4525
1tlp,-8.00895
1tmb,-84.72956
1tmm,211.96863
1tmn,107.44284
1tng,3.83208
1tnh,11.13292
1tni,21.68305
1tnj,32.26475
1tnk,21.03702
1tnl,28.27143
1tog,17.50136
1toi,17.51
1toj,17.49749
1tok,67.40689
1tom,108.64124
1tou,-48.53828
1tow,30.03304
1tps,-172.63783
1tpw,-40.25636
1tpz,-16.24261
1tq4,-20.49201
1tqf,63.55588
1tr7,97.57269
1trd,-29.52084
1tsi,11.36214
1tsl,112.7817
1tsm,130.96722
1tsv,-142.72384
1tsy,-144.06653
1tt1,17.65499
1ttm,-56.06085
1ttv,125.14329
1tu6,-26.26273
1tuf,45.76891
1tv6,88.77136
1tve,25.77301
1tvo,59.20185
1tvr,13.49022
1tx7,-27.85371
1txr,49.84244
1tyn,-116.36281
1tyr,46.52305
1tys,-144.18587
1tze,-11.15208
1u0g,-28.99977
1u0h,87.44856
1u1b,95.09239
1u1w,23.36303
1u2r,-13.52348
1u2y,107.23265
1u32,197.28824
1u33,285.69833
1u3q,25.0588
1u3r,48.07186
1u3s,40.48788
1u59,167.34089
1u65,63.3319
1u6q,33.88826
1u71,-78.74221
1u8t,93.38058
1u9e,12.18121
1u9l,-68.97298
1u9q,26.44797
1u9v,248.25944
1u9w,102.75177
1u9x,275.90012
1ua4,-5.41129
1ucn,9.08104
1udt,11.42369
1udu,90.20342
1uef,69.7649
1ugp,2.69086
1ugw,81.03254
1ugx,160.19535
1ugy,185.61743
1uh1,159.5379
1uho,146.3406
1ui0,-96.50765
1uj0,-131.82553
1uj5,-10.90323
1uj6,7.68576
1ujj,-35.06892
1ujk,-79.0173
1uk0,9.9584
1uk1,-34.12547
1ukh,66.3124
1ukt,314.81965
1ule,232.92866
1ulg,156.52886
1uml,23.27391
1umw,1.34231
1ung,49.29988
1unh,64.21658
1unl,-12.60711
1uod,-48.66481
1uom,105.71284
1uou,-128.57587
1upf,-65.18642
1upk,49.58685
1ur9,144.87492
1urc,-113.47404
1urg,174.82815
1urw,-87.94607
1usi,11.68228
1usk,-4.47858
1usn,-68.12674
1utc,148.61063
1uti,-88.88547
1utj,9.13365
1utl,17.38022
1utm,31.90421
1utn,8.76216
1uto,30.91213
1utp,27.03167
1utr,47.09819
1utt,88.81774
1utz,20.32363
1uu3,56.22452
1uu7,16.87229
1uu8,11.35458
1uu9,-8.21966
1uv5,92.55721
1uv6,-23.73984
1uvr,-4.89359
1uvs,-26.48776
1uvt,30.34564
1uvu,-3.1346
1uw6,22.28642
1uwb,7.23962
1uwf,95.17432
1uwh,-2.13428
1uwt,103.49374
1uwu,82.64652
1ux7,153.81919
1uxa,214.4037
1uxb,232.08881
1uy6,71.701
1uy7,33.46672
1uy8,32.91242
1uy9,30.33061
1uyc,34.37952
1uyd,80.1637
1uye,78.84706
1uyf,68.78068
1uyg,22.11302
1uyh,24.78192
1uyi,25.02325
1uyk,21.43884
1uym,71.09392
1uys,117.14848
1uz1,27.58806
1uz4,27.62907
1uz8,236.26499
1uze,103.06939
1v0k,167.78374
1v0l,115.22566
1v0m,167.85426
1v0n,115.20413
1v0o,102.41092
1v0p,2.62571
1v11,-172.69659
1v16,-173.53242
1v1j,94.32527
1v1k,43.44918
1v1m,-172.19921
1v2h,-318.89302
1v2j,-4.38101
1v2k,26.19505
1v2l,-4.39781
1v2m,-4.70262
1v2n,49.31047
1v2o,12.62893
1v2p,3.32133
1v2q,13.08738
1v2r,11.85803
1v2s,-3.68182
1v2t,11.02716
1v2u,-4.20843
1v2v,-4.3978
1v2w,13.21303
1v3x,77.49893
1v41,-229.89141
1v48,102.08957
1v79,48.3915
1v7a,49.17262
1vcj,36.62191
1vcu,137.71287
1vea,65.44586
1veb,130.78192
1vfn,-101.63676
1vgc,
1vij,171.3149
1vik,146.91517
1vj5,-59.80468
1vj6,166.63599
1vj9,54.11717
1vja,34.48584
1vjb,94.08311
1vjc,83.36972
1vjd,92.73509
1vjy,105.54137
1vkj,72.18104
1vot,34.00051
1vr1,421.87825
1vrt,64.36309
1vru,85.54702
1vsn,90.94603
1vso,38.47142
1vwf,81.62497
1vwl,76.93899
1vwn,104.52701
1vyf,27.01918
1vyg,41.45698
1vyj,142.01654
1vyq,38.49731
1vyw,21.07561
1vyz,4.86066
1vzq,22.18783
1w0x,-24.69345
1w0y,5.29883
1w0z,-46.59226
1w10,-186.14352
1w11,7.10784
1w12,-83.65681
1w13,-147.16009
1w14,-189.79129
1w1d,910.97141
1w1g,605.40338
1w1p,59.83032
1w1t,71.9591
1w1v,-114.48602
1w1y,78.24137
1w22,69.80324
1w25,-62.08954
1w2g,-58.73786
1w2h,-273.73336
1w2k,95.37479
1w2x,92.7558
1w31,4.58284
1w3j,110.99867
1w3k,196.19418
1w3l,284.86113
1w4l,83.07807
1w4o,-114.32519
1w4p,-140.11782
1w4q,-133.02449
1w51,80.50017
1w5v,214.45316
1w5w,195.75435
1w5x,231.46492
1w5y,205.77776
1w6h,108.52088
1w6j,81.31599
1w6r,81.66537
1w6y,47.36396
1w70,154.28033
1w76,82.34394
1w7g,52.26487
1w7h,25.61627
1w7x,166.4236
1w80,195.40836
1w82,37.06095
1w83,117.63434
1w84,38.37811
1w8l,-10.11929
1w8m,46.51683
1w96,129.62278
1w9u,-315.4877
1w9v,-182.76487
1waw,-313.62905
1wax,66.67108
1way,32.56519
1wb0,-182.88095
1wbg,10.52586
1wbn,-22.63228
1wbo,23.83992
1wbs,104.17201
1wbt,103.64086
1wbv,79.61767
1wbw,40.45929
1wc1,91.60402
1wc6,-64.82028
1wcc,32.34314
1wcq,31.72307
1wdn,-37.75023
1wdq,196.14725
1wdr,174.69331
1wdy,30.76515
1we2,45.70214
1wht,87.38865
1wkm,-7.35557
1wm1,62.90202
1wn6,-450.44617
1wok,86.44382
1wqv,-40.89493
1ws1,75.03784
1ws4,101.98017
1ws5,95.9831
1wss,-26.33024
1wtg,-47.81978
1wu1,74.45909
1wug,74.14099
1wum,66.45516
1wun,-76.77343
1wuq,-476.72819
1wur,-264.1064
1wv7,-71.06899
1wva,
1wvc,-14.23712
1wvj,12.1438
1wxz,63.38252
1wzy,29.29157
1x07,6.49729
1x0n,82.35577
1x11,35.25865
1x1z,-109.43668
1x38,92.44447
1x39,102.61244
1x6u,140.03954
1x70,38.14223
1x76,18.02957
1x78,21.34764
1x7a,124.03637
1x7b,42.8755
1x7e,21.52704
1x7q,225.39316
1x7r,36.29688
1x81,48.54326
1x8b,25.99411
1x8d,89.45808
1x8j,67.03683
1x8r,714.99464
1x8s,-73.26466
1x8t,700.53027
1x9d,189.29
1xa5,240.97194
1xap,105.81564
1xb7,65.76126
1xbb,199.43433
1xbc,167.44713
1xbo,112.46293
1xd0,424.01067
1xdd,52.75189
1xdg,-22.78259
1xff,-20.59622
1xfv,94.84253
1xge,-80.51178
1xgi,-17.3863
1xgj,8.03448
1xh3,250.59054
1xh4,111.8728
1xh5,148.51594
1xh6,109.82599
1xh7,124.06408
1xh8,126.74464
1xh9,112.41033
1xhm,146.47901
1xhy,11.28657
1xjd,167.84421
1xk5,-277.96984
1xk9,91.02109
1xka,29.24185
1xkk,55.61446
1xlx,90.87525
1xlz,56.78444
1xm4,102.85044
1xm6,19.73458
1xmu,111.21118
1xmy,39.65313
1xn0,39.34651
1xn2,224.42145
1xn3,267.05855
1xnx,74.54546
1xnz,69.97867
1xo2,52.27418
1xoe,-20.92609
1xog,51.73488
1xom,88.27154
1xon,102.28257
1xoq,109.75687
1xor,76.7215
1xos,13.70631
1xot,149.85455
1xow,61.94629
1xoz,90.0506
1xp0,163.45295
1xp1,128.31118
1xp6,128.73492
1xp9,126.6838
1xpc,125.52014
1xpz,-43.98644
1xq0,-45.07247
1xqc,179.12494
1xr8,-63.92509
1xr9,181.24186
1xs7,-15.16832
1xsc,111.45233
1xt3,846.43414
1xt8,-4.15294
1xuc,13.28175
1xud,10.30529
1xug,27.40632
1xuo,98.43127
1xur,1.75687
1xws,32.03526
1xxe,76.60966
1xxh,-60.81823
1xxi,53.58622
1xz8,-87.63682
1xzx,53.12723
1y0l,-8.839
1y0x,57.07647
1y19,248.24117
1y1m,4.76444
1y1z,-6.44854
1y20,-5.6647
1y2a,247.02103
1y2b,8.98115
1y2c,47.39205
1y2d,58.37605
1y2e,43.45697
1y2f,121.24303
1y2g,112.5348
1y2h,50.76792
1y2j,75.80177
1y2k,74.66131
1y3a,154.34855
1y3g,29.0271
1y3n,214.2509
1y3p,605.73135
1y3v,60.43255
1y3w,52.20897
1y3x,64.17899
1y3y,30.33325
1y4z,43.11843
1y57,177.89599
1y6a,68.4474
1y6b,-5.99578
1y6q,-47.37585
1y6r,20.92515
1y8o,5.42717
1y8p,76.806
1y91,-58.89308
1y98,-94.47693
1ya4,110.05044
1ybg,177.22592
1ybo,52.71317
1yc1,11.68129
1yc4,24.06451
1yc5,6.26343
1yci,232.50597
1ycm,31.98084
1yda,-64.65955
1ydb,-63.93543
1ydd,-64.78072
1ydk,36.54546
1ydr,69.42078
1yds,-1.49782
1ydt,-0.26138
1yei,99.07203
1yej,41.20258
1yet,80.64006
1yfz,1.99723
1yhm,131.60871
1yhs,171.35575
1yi3,110.62156
1yid,122.46608
1yk7,-44.81896
1ykp,21.75216
1ykr,-39.20748
1ylv,3.31073
1yly,
1ym1,
1ym2,10.68189
1ym4,-32.74985
1yms,
1ymx,129.50731
1ynd,146.13173
1yon,13.0107
1you,-44.7668
1yp9,46.92242
1ype,51.05177
1ypg,66.05339
1ypj,63.40838
1yq7,448.49913
1yqj,194.23341
1yqy,19.39801
1yrs,80.34985
1ysg,55.81707
1ysi,40.21119
1yt7,83.734
1yt9,46.71992
1yvf,138.08286
1yvh,-186.52428
1yvm,24.20578
1yvx,103.21161
1yvz,80.0184
1yw2,61.34991
1yw7,1.38119
1yw8,8.50531
1ywh,197.73091
1ywi,151.73971
1ywr,-10.59291
1yxd,-5.57049
1yy4,50.67624
1yy6,9.88674
1yye,52.99427
1yyr,57.56219
1yys,50.80097
1yyy,-186.35527
1yz3,32.19143
1z1h,59.70871
1z1r,15.96752
1z2b,319.16923
1z34,41.40346
1z3c,105.15069
1z3j,36.80707
1z3t,178.23183
1z3v,177.16045
1z4n,2.43918
1z4o,2.42647
1z4u,130.36659
1z5m,-140.30484
1z6d,5.28274
1z6e,123.5709
1z6f,
1z6j,53.80165
1z6p,186.46845
1z6q,249.34865
1z6s,-4.26878
1z71,124.1301
1z95,63.70672
1z9g,2.9559
1z9h,133.46268
1z9y,-52.0189
1zaf,38.35976
1zaj,89.88016
1zc9,-248.00227
1zd2,-44.94711
1zd3,-95.4514
1zd4,-91.40295
1zd5,-80.6166
1zdp,48.853
1ze8,-6.18993
1zea,93.56069
1zeo,149.43575
1zfk,-197.01617
1zfp,57.24556
1zfq,-11.48767
1zgb,67.0435
1zge,-50.48665
1zgi,145.05937
1zgv,-46.23587
1zh7,296.01861
1zhk,179.56887
1zhl,178.01977
1zhy,99.05823
1zkk,-262.07048
1zkl,-122.02917
1zkn,-122.09588
1zky,96.88625
1zls,360.08174
1zlu,484.83969
1zlv,374.50794
1zlw,668.40905
1zm6,126.70883
1zm7,-48.3426
1zoe,4.50759
1zog,12.90295
1zoh,22.94936
1zom,-294.70602
1zp5,53.63239
1zp8,35.55671
1zpa,1.48068
1zpb,-140.43821
1zpc,-71.89537
1zrz,10.33045
1zs0,36.41613
1zsb,-64.39369
1zsf,55.45677
1zsh,2569.57378
1zsr,48.47781
1ztq,53.14171
1zub,9.30321
1zuc,-4.08848
1zvx,37.57192
1zxc,91.52712
1zxv,-17.0019
1zyj,66.51359
1zyr,26.80454
1zz1,23.8406
1zz2,-135.00051
1zz3,24.22443
1zzl,54.94408
1zzz,-63.62164
220l,16.22698
223l,16.22698
2a0c,-31.756
2a0t,236.74327
2a14,81.36296
2a25,186.68877
2a29,-98.88162
2a2g,34.46731
2a2x,41.99078
2a3a,-125.05037
2a3b,-121.25488
2a3c,-117.85047
2a3i,102.0899
2a3w,175.64808
2a3x,242.20342
2a4g,48.76116
2a4l,-22.06375
2a4m,17.88045
2a4q,191.84782
2a4r,141.81351
2a4w,209.79832
2a4z,-40.89337
2a58,28.70456
2a5b,-113.91746
2a5c,-65.26061
2a5s,-46.48767
2a5u,18.71785
2a8g,-19.55551
2a8h,65.98749
2aa6,73.77355
2aa9,42.17848
2aac,66.38805
2aay,42.18741
2ad5,6.42276
2ada,88.93364
2adm,83.81437
2adu,24.21452
2aeb,
2aei,109.34579
2ael,58.23896
2aez,321.31286
2afw,-10.58029
2afx,33.37323
2agv,38.02228
2ai7,41.77838
2ai8,42.86097
2aia,99.54981
2aie,38.93407
2aig,91.37572
2aj8,-28.02187
2ajb,33.17321
2ajd,
2ajl,147.51896
2al5,-63.42133
2alv,-7.27862
2am1,38.80684
2am2,18.99358
2am4,-122.40567
2am9,63.18899
2ama,72.70226
2amt,-111.68684
2amv,125.49016
2an5,48.06982
2ank,51.2908
2anl,86.2072
2anm,45.60863
2ans,74.38836
2ao6,61.98008
2aoc,-118.64899
2aod,-109.29088
2aoe,-15.03457
2aof,-115.12429
2aog,-126.66571
2aoh,225.51959
2aoi,-97.92383
2aoj,224.95414
2aou,30.62282
2aov,-82.83005
2aow,43.54268
2aox,43.54584
2aq7,22.2482
2aq9,-140.41437
2aqb,14.30205
2aqu,108.77627
2arm,68.64639
2asu,-98.57615
2ate,104.62803
2ath,107.02519
2auc,-346.02869
2aux,-10.16183
2auz,-4.73613
2avi,-28.91068
2avm,-129.96211
2avo,283.63823
2avq,-124.98821
2avs,283.99944
2avv,286.66662
2aw1,-21.60191
2ax6,56.04124
2ax9,63.47757
2axi,2.30811
2ay1,7.66002
2ay2,10.22958
2ay3,40.34342
2ay4,20.03763
2ay5,13.92634
2ay6,18.89665
2ay7,21.434
2ay8,9.87355
2ay9,26.43659
2ayp,56.33969
2ayr,134.93071
2az5,190.42637
2az8,27.8737
2az9,41.64587
2azb,25.01589
2azc,69.57394
2azm,-29.579
2azr,144.60024
2b07,146.58748
2b17,91.95744
2b1g,-125.05323
2b1i,-247.21976
2b1p,51.56698
2b1q,192.98131
2b1r,189.03412
2b1v,63.52554
2b1z,68.09788
2b2v,15.6451
2b4l,24.99698
2b4m,33.04959
2b52,304.11532
2b53,94.10503
2b54,15.07068
2b55,171.34118
2b5j,38.38819
2b7a,41.4409
2b7d,-65.98239
2b7f,133.23883
2b8l,37.72505
2b8v,79.80162
2b9a,38.58868
2baj,55.19653
2bak,72.03959
2bal,130.71337
2ban,112.46063
2bb7,1.22674
2bba,11.39793
2bbb,84.49224
2bcd,187.1625
2bdf,94.08403
2bdj,60.43753
2bdl,-38.20011
2bdy,-5.10709
2be2,64.51588
2bed,114.74135
2bes,4.48704
2bet,104.04363
2bfq,-19.3197
2bfr,38.51664
2bgd,-101.28679
2bge,-137.72994
2bgn,79.89682
2bgr,-23.22827
2bj4,-117.60723
2bjm,53.7577
2bks,175.05502
2bkt,155.10405
2bkz,9.48186
2bmc,227.77651
2bmg,64.30353
2bmk,-79.21063
2bmv,-4.86883
2bmz,173.26303
2bo4,237.88478
2boh,9.2706
2boi,87.0958
2boj,84.32125
2bok,73.40671
2bow,108.58367
2bpm,31.55858
2bpv,164.85557
2bpx,283.10294
2bpy,377.64058
2bq6,19.21856
2bq7,26.13649
2bqv,168.04599
2bqw,-0.51135
2br1,33.49041
